Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 124,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|AWS|Swift,Master Finance at Universidad Anáhuac México Norte (Jan 2016 to Jan 2018)  | Bachelor Computer and Information Sciences at Instituto Tecnológico de Ciudad Madero (Jan 2007 to Jan 2012),Software Engineer at Segmed (Nov 2021 to N/A)  | Back End Developer at BairesDev (Aug 2021 to Nov 2021)  | Back End Developer at Lumina Software (Jan 2021 to Aug 2021)  | Full Stack Engineer at Unión Mexicana del Norte (Jan 2014 to Jan 2021)  | System Analyst at IEST - RED DE UNIVERSIDADES ANÁHUAC (Oct 2012 to Dec 2013)  | Developer Junior at ObjectWave (Feb 2011 to Oct 2012),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 125,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|AWS|Swift,"Profesor Formación Y Desarrollo Profesional De Profesorado, Niveles Y Métodos Específicos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Cursos Básico, Medio Y Avanzado De Administración De Proyectos, Gestión De Proyectos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Maestría, Administración Y Gestión De Empresas, General at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2001)  | Bachelor Sistemas Inteligentes at Monterrey Institute of Technology and Higher Education (Jan 1995 to Jan 1997)  |  Ingeniero, Sistemas Electrónicos at Monterrey Institute of Technology and Higher Education (Jan 1993 to Jan 1997)","Developer at Svitla Systems (Oct 2023 to Jun 2024)  | Developer at InnovaWard (Mar 2023 to Jun 2023)  | Senior Developer and Product Owner at 3HBC (Jun 2022 to Mar 2023)  | Developer at Everbridge (Dec 2021 to May 2022)  | Lead Ios Developer at Davila Tax Services (Mar 2020 to Dec 2021)  | Senior Mobile Developer at VeraCitrus (Aug 2019 to Mar 2020)  | Senior Mobile Developer at Helpi (Oct 2018 to Aug 2019)  | Senior Web and Developer at InnovaWard (Jan 2017 to Oct 2018)  | Senior Ios Developer at HiMommy (Feb 2016 to Jan 2017)  | Software Manager and Lead Ios Developer at Interfactura, SAPI de CV (May 2014 to Feb 2016)  | Mobile Developer at Spactum (Jan 2005 to May 2014)  | Software Developer at TECNOLÓGICO DE MONTERREY (Jan 1998 to Jan 2005)",,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 126,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|Swift,Computer Science at Federal University of Pernambuco (Mar 2016 to Mar 2020),Software Engineer at Nubank (Mar 2022 to N/A)  | Ios Developer at PicPay (Jul 2020 to Mar 2022)  | Ios Developer at PremierSoft (Jan 2020 to Jul 2020)  | Ios Developer at Apple Developer Academy | UFPE (Jan 2018 to Jan 2020),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 127,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|AWS|Swift,Bachelor of Science Computer Science at Estácio (Jan 2019 to Dec 2023)  | Bachelor of Science Computer Science at Federal University of Pernambuco (N/A to Jan 2014),Engineer at PicPay (Oct 2023 to Apr 2024)  | Co-Founder at Rover Labs (Feb 2021 to Jul 2022)  | Developer at Elixxir (Dec 2018 to Aug 2023)  | Developer at Supercharge (Aug 2016 to Dec 2018)  | Developer at Mesa Mobile Thinking (Aug 2015 to Feb 2016)  | Junior Developer at HOTLINK | Internet & Data Center (Dec 2014 to Apr 2015),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 128,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|AWS|Swift,Computer Software Engineering at Universidad Tecnológica de México (Jan 2012 to Jan 2015),Developer at Grupo Salinas (Aug 2018 to Aug 2020)  | Developer at Anzen Digital (Dec 2016 to Apr 2018)  | Operations Specialist at Deloitte México (Jul 2015 to Dec 2015)  | Junior Developer at Elka Soluciones México (Apr 2013 to Mar 2015),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 129,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,AWS,"Information Technology Project Management at Beedie School of Business (Mar 2023 to May 2024)  |  Superior Em Análise E Desenvolvimento De Sistemas, Ti at Universidade Luterana do Brasil (Jan 2011 to Jan 2013)",Developer at Banco Itaú (Nov 2022 to N/A)  | Mobile Tech Lead at IBM (Sep 2021 to Oct 2022)  | Technical Lead at Mobo Cupons (Oct 2020 to Nov 2021)  | Mobile Tech Lead at Dragon Venture Capital (Sep 2019 to Aug 2020)  | Developer at CWI Software (Sep 2018 to Sep 2019)  | Xamarin Developer at Numeria Informática (Jun 2018 to Sep 2018)  | Professor at TargetTrust - Treinamento e Tecnologia (Apr 2015 to Apr 2015)  | Developer at ZAP Imóveis (Dec 2014 to Jun 2018)  | Ios Developer at Apple Developer Academy (Nov 2013 to Dec 2014),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 130,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C,Information Technology at Udacity Brasil (Jan 2016 to Dec 2018)  |  Information Technology at Udemy Academy (Jan 2014 to Dec 2018)  |   at Visualizado por Sofia Garin (N/A to Aug 2024),Senior Software Engineer at  (Jan 2021 to N/A)  | Senior Software Engineer at  (Jan 2020 to N/A)  | Full Stack Developer at  (Jan 2018 to Dec 2020)  | Javascript Developer at  (Jan 2016 to Dec 2020)  | Developer at Tom Comunicação (Jan 2011 to Dec 2016)  | Fullstack Developer at Sapien Interactive (Jan 2007 to Dec 2011)  | Unibh at Formação acadêmica (Jan 2006 to Dec 2008),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 131,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Swift,"Ios Developer at Irina Pacino: iOS Development Course (Jan 2016 to Jan 2016)  |  Gamification at Coursera (Jan 2015 to Jan 2015)  |  Web Developer at Southern Arizona Community Academy (Jan 2012 to Jan 2013)  | Bachelor of Engineering Systems and Networks at Belarusian State University of Informatics and Radioelectronics (Jan 2005 to Jan 2007)  | Bachelor of Engineering Production at BSUIR Affiliate ""Minsk Radioengineering College"" (Jan 2001 to Jan 2005)",App Developer at Intetics (Nov 2019 to Jul 2023)  | App Developer at Hepsiburada (NASDAQ: HEPS) (Jan 2019 to May 2019)  | Developer at GreyLoud (Sep 2018 to Dec 2019)  | Developer at Medical Startup (Jan 2017 to Apr 2018)  | Devops( 250 Pcs. + 8 Srv Linux И Win at Schmitz Cargobull AG (Jan 2010 to Dec 2016)  | Network Technician at Xorex-Service (Jan 2003 to Jan 2004),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 132,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:52,Sourced,sourced,Uploaded,UploadedCandidate,,Swift,Engineering and Information Technologies at Santiago Mariño Polytechnic University Institute (Jan 2009 to Jan 2013),Software Engineer and Developer at Mercado Libre (Jun 2023 to Mar 2024)  | Developer at Freelance (Oct 2022 to Jul 2023)  | Developer and Net Developer at HexaSystems (Aug 2021 to Jul 2022)  | Software Developer at Achilles Group (Jul 2020 to Jul 2021)  | Developer and Net Developer at HexaSystems (May 2019 to Jun 2020)  | Software Developer at Majorel Iberia & LatAm (Feb 2018 to Apr 2019)  | Software Development Lead at HexaSystems (Feb 2017 to Dec 2017)  | Application Developer at IBM (Jun 2016 to Sep 2016)  | Senior Software Developer at MENPET (Oct 2009 to Mar 2016)  | Senior Software Developer and Team Lead at Seijas & Seijas Investigaciones Estadisticas (Feb 2006 to May 2016)  | Analyst at PDVSA Petroleos de Venezuela S.A. (Jan 2003 to May 2004),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 133,QA Engineer - Manual,Engineering,Chile,,2024-08-10 1:13:45,Applied,,linkedin.com free,ManualCandidate,,,Bachelor of Commerce  at R.S. Mundle Dharmpeth Arts and Commerce College (N/A to Dec 2002)  | Master Management at Lokmanya Tilak College of Engineering (N/A to Dec 2005),Associate Project Manager at ICI-T Computer Institute (Sep 2023 to N/A)  | Sap Test Lead at Krish IT Solution (Jan 2022 to Nov 2022)  | Sap Test Lead at Krishi IT Solutions (Jan 2022 to Nov 2022)  | Test Lead - Sap at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Team Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Senior Test Engineer at L&T InfoTech (Jun 2017 to Jul 2020)  | Senior Test Engineer at LTI (L&T InfoTech) (Jun 2017 to Jul 2020)  | Consultant at TATA Technologies (Jul 2014 to Sep 2016)  | Consultant at TATA TECHNOLOGIES (Jul 2014 to Sep 2016)  | Senior Process Executive at Infosys (Oct 2012 to Dec 2013)  | Sap Consultant at Shalom ERP Technologies Solution (Jan 2008 to Oct 2012)  | Sap Test Consultant at Shalom ERP Technologies (Jan 2008 to Oct 2012)  | Associate Project Manager at Computer Faculty (Aug 2005 to Jul 2007)  | Faculty at ICI-T Computer Institute (Aug 2005 to Jul 2007),Quality Assurance,Yes,2024-08-10 1:13:49,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,13,"Have you ever worked in a start-up environment? If so, how was your experience?",3,"Do you have any certifications? If so, please share the names.","istqb, agile,scrum master, MCP, MCTS,",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 134,QA Engineer - Manual,Engineering,Chile,,2024-08-10 0:57:51,Applied,,linkedin.com free,ManualCandidate,,,,Regional Information Technology Support Manager at AGESA (Feb 2024 to N/A)  | Staff at Lösung (Sep 2021 to Mar 2023),Software Development|Quality Assurance|JavaScript,Yes,2024-08-12 10:53:24,,,,How many years of experience do you have as a QA Manual Engineer?,2,"Have you ever worked in a start-up environment? If so, how was your experience?","No, i never worked.","Do you have any certifications? If so, please share the names.",On linkedin profile.,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 135,QA Engineer - Manual,Engineering,Chile,,2024-08-09 21:35:29,Applied,,linkedin.com,ManualCandidate,,,Bachelor of Computer Science  at University of São Paulo (N/A to N/A),Test Developer Intern at SiDi (May 2023 to Dec 2023)  | Frontend Developer Intern at Stepwise (Nov 2022 to Apr 2023)  | Full Stack Developer at PET Computação - ICMC (Jan 2022 to Dec 2023),,Yes,2024-08-12 10:53:37,,,,How many years of experience do you have as a QA Manual Engineer?,1,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, I have already worked at a startup based in São Carlos, Brazil, where I was a frontend developer. There, I collaborated with another frontend developer, and together we had to create and maintain a statistical portal, which was one of the company's products. The experience was challenging because it involved a lot of responsibility, as I worked alone most of the time.","Do you have any certifications? If so, please share the names.",No,Do you currently live in Latin America?,TRUE,,,,,,
